,Alex,Morgan,Taylor,Casey,Skylar,Morgan,Quinn,Sage,Avery,Blair,Harper,Dylan,Charlie,Jordan,Sam,Parker,Blake,Jordan,Emerson,Riley
1091,,,,5.0,,,,,,,,,,,7.0,,,,,
1092,,,,,,,,,,,,,,,,,,,,
1093,,6.0,,,,6.0,8.0,,,,,,,,,,,,,
1094,,,,,,,,,,,,,,,,7.0,,,,
1095,,,,,,,,,,,,,,,,,8.0,,,
1096,,,,,,,,,,6.0,,,,,,,,,,
1097,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,,,8.0,,,,,,,,,,,
1099,,,,,,,,,,6.0,,,,,,,,,,
1100,,,,,,,,,,,,,,,6.0,,,,,7.0
1101,,,,,,,,,,,,,,7.0,,,,7.0,,5.0
1102,,,,,,,,,,,,,,,,,,,,
1103,,7.0,,,,7.0,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,8.0,,,,4.0,,2.0,
1105,,,,,,,,,,,,,,,,,,,,
1106,,8.0,6.0,,,8.0,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,8.0,,,,,,,,
1109,,,,7.0,,,,,5.0,,,,,,,,,,,
1110,,,,,,,,,,,,,,,7.0,,,,7.0,
1111,,,,,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,6.0,,,,
1113,,7.0,,,,7.0,,,,,,,,,,,,,,
1114,,5.0,,,,5.0,,,,,,,,,,,,,,
1115,,,,,,,4.0,,,,,,,7.0,,,,7.0,,
1116,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,,,
1118,,8.0,,,,8.0,,,,,,,,,,,8.0,,,
1119,,,,,,,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,,,,,,,
1121,,,,,,,,,,,,,,,,,,,,
1122,,,,,,,,,,,,,,,,,,,,5.0
1123,,,,,,,,,,,,,,,,,,,,
1124,,,,,,,,,,,,,,,,,,,,
1125,,,,,,,,,7.0,,,,,,,,,,,
1126,,,5.0,,,,,6.0,,,,,,,,,,,,
1127,,,,,8.0,,,,7.0,,,,,,,,,,,
1128,,,,,,,,,,,,,,6.0,,,,6.0,,
1129,7.0,,,4.0,,,,,,,,6.0,,,,,,,,
1130,,,,,,,,,,,,,,8.0,,,,8.0,,
1131,,,,,,,,,,,,,,,,,,,,
1132,,,,,5.0,,,,,,,,,,,7.0,,,,
1133,,,,,,,7.0,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,,,,,
1135,,,,,,,5.0,,,,,,,,,,,,,
1136,,,,,,,,,,,,,,,,,,,,
1137,,8.0,,,,8.0,,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,6.0,,,,,,,,
1140,,,,,,,,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,,,,,
1142,,8.0,,6.0,,8.0,,,,,,,5.0,,,,,,,
1143,,,,,,,,,,,,,,,6.0,,,,,
1144,,,,,,,,,,,,,,,,,,,,
1145,,,,,,,,,1.0,,,,,,,6.0,,,,
1146,,,,,,,,,,,,,,,,,,,,
1147,,,,,,,,,4.0,,5.0,,,,,,,,,
1148,,,,,,,,,,,,,,,,,,,,8.0
1149,,,,,,,,,,,,,,5.0,,,,5.0,,
1150,,,,,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,7.0,,,,,,8.0,
1152,,,,,,,,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,,8.0,,,7.0,,8.0,,,,,,,
1155,,,,,,,,,,,,,,,,,,,,
1156,,,,,,,,,,,,,,,,,,,,
1157,,,,,,,,,,,7.0,,,,,,,,,
1158,,,,,,,,,,,,,,,,,,,,
1159,,,,,,,,,,,,,,,,,,,,
1160,,,,,,,,,,,,,6.0,,,4.0,,,,
1161,,,,,,,,,,,,,,,,4.0,,,,
1162,,,,,,,,,,,,,7.0,,,,,,,
1163,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,,,,5.0,
1165,,,,,,,,,,,,,,,,,,,,1.0
1166,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,3.0,,,,
1168,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,,,,,
1170,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,,,,,,,
1172,,,,5.0,,,,,,,,8.0,,,,,,,7.0,4.0
1173,,,,,,,,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,,,,,
1175,,,,,,,,,,,,,,,6.0,,,,,
1176,,,,,,,,,,,,,,,,7.0,,,,
1177,,,,6.0,,,,7.0,,,,,,6.0,,,,6.0,,
1178,,,,,,,,,,,,,,,,,7.0,,,
1179,,,,,,,,,,,,,,,,,7.0,,,
1180,,,,,,,,,,,,5.0,,,,,,,,
1181,,,,,,,,,7.0,,,,,,,,,,,6.0
1182,,,,,5.0,,,,,,,,,,,,,,,
1183,,,,8.0,,,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,,,,,
1185,,,7.0,,,,,,,,,,,,,,,,,
1186,,,,,,,,,,,,,,,,,,,,
1187,,,,,,,,,,,,,,,,,,,,
1188,,,,7.0,,,,,,,,,,,,,6.0,,,
1189,,,,,,,,,,,,,,,,,,,,
1190,,10.0,,,,10.0,,,,,,,7.0,5.0,,,8.0,5.0,5.0,
1191,3.0,,,,8.0,,,,,,,,,6.0,,,,6.0,,
1192,,,,,,,,,,,7.0,,,,,,,,,
1193,,,,,,,,,,,,,,8.0,,,,8.0,,
1194,,,,,,,,4.0,,,,,,,,,,,,
1195,,,,,,,,7.0,,,,,,,,,,,,
1196,,,,8.0,,,,,,7.0,,,,,,,,,,
1197,,,,,,,,,,,,,8.0,7.0,,,,7.0,,
1198,,,,,,,,,6.0,,,,,,6.0,,,,,
1199,,,,,,,,,,,,,,,,,,,,
1200,,,,,,,,,,,,,,,,,,,,5.0
1201,,,,,,,,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,6.0,,,,6.0,,
1203,,,,,,,,,,,,,,,,,,,8.0,
1204,,,,,,,,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,,,,,
1206,,,,,,,,,,,,,,,,,,,,
1207,6.0,,,,,,,,,,,,,,,,,,,
1208,,,6.0,,,,,,,,,,,,6.0,,,,,5.0
1209,,,,,,,,,4.0,,,,,,,,,,,
1210,,,,,,,,6.0,7.0,,,,,6.0,,,,6.0,,
1211,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,
1213,,,,,,,,,8.0,,,,,,,6.0,,,,
1214,6.0,1.0,,,,1.0,,,,6.0,,,,,,,,,,
1215,,,,,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,8.0,,,,8.0,,
1217,,,,,,,,,,,,,,,,,,,,
1218,,,,,,,,,,,,,,7.0,,,,7.0,,
1219,,,,,,,,,,,,,,,,,,,,
1220,,,8.0,,,,,,,,,,,4.0,,,,4.0,,
1221,,,,,,,,,,,,,,,,,,,,
1222,,,8.0,,,,,,,6.0,,,,,,,,,,
1223,,,,,,,,7.0,,,,,,,,,,,,
1224,,,,,,,,5.0,,,,,,,,,,,,
1225,,,,,7.0,,,,,,,,,,,,,,6.0,5.0
1226,,,,,,,,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,
1230,,,,,,,,,,,,,,,6.0,,,,,
1231,,,,,,,,,,,,,,,,,,,,
1232,,,,,,,,,,,,,,,,,7.0,,,
1233,,,,,,,,,,,,,,,,,,,,
1234,,7.0,,,,7.0,,,,,,,,,,,,,,
1235,,,,,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,,,,,
1237,,,,,,,,,,,4.0,,,,,,,,,6.0
1238,,,,,,,,6.0,,,,,,,,,,,,8.0
1239,,,,,,,,,,,,,,,,,,,,
1240,,4.0,,,,4.0,,,,,,,,,7.0,,,,,
1241,,,,,,,,,,,,,,8.0,,,,8.0,6.0,
1242,,,,,,,,,,,,,,,,,,,,
1243,,,,,,,,,,,,,,8.0,,,7.0,8.0,,
1244,,,,,,,,,,,,,,,,,,,,
1245,,,,,,,,,,,,,,,8.0,,,,,
1246,,,,,6.0,,,,,,,,,,,4.0,,,,
1247,,,,,,,,,,,,,,,,6.0,,,,
1248,,,,,,,,,,,,7.0,,,,,,,,
1249,,,,,,,,,6.0,,,,,6.0,,8.0,,6.0,,
1250,,,,,,,,,,,,,,,,,,,,
1251,,,,,,,,,,,,,,,,,6.0,,,
1252,,,,,,,,,,,,,,7.0,8.0,,,7.0,,
1253,,,,,,,,,,,,,,,,,,,,
1254,,,,,,,7.0,,,,,7.0,,,,,7.0,,,
1255,,,,,,,,7.0,,,,,,,,,,,,
1256,,,,,,,,,,,,,,,,,,,7.0,
1257,,,,5.0,,,,,,,,,,7.0,,,,7.0,,
1258,,,,,,,,,,,,,,,,,,,,8.0
1259,,,,,,,,,,,,,,,6.0,,,,,
1260,8.0,,,,,,8.0,,,,,,,,,,,,,
1261,,,,,,,,,,,,,,,,,,,,
1262,,,,,,,,,,,,,,,,,,,,
1263,,,,,,,,,,,,7.0,,7.0,,,,7.0,,
1264,,8.0,,,,8.0,,,,,,,,,,,,,,
1265,,,,,,,,,,,,8.0,8.0,,,,,,,
1266,,,,,,,,,,,,,,,,,,,,
1267,,,,,,,,,,,6.0,,,8.0,,,6.0,8.0,,
1268,,,,,,,,,,,,,,,,8.0,,,,7.0
1269,,,,,,,,,,,,,,,,,,,,
1270,7.0,,,,,,,,,,,,,,,,,,,
1271,,,,,,,,,,,8.0,,,,,,,,,
1272,,,,8.0,,,,,,,5.0,,,,,,,,,
1273,,,,,,,,,,,,,,,,,,,,
1274,,,,5.0,,,,,,,,,7.0,,,,,,,
1275,,,,,,,5.0,7.0,,,,,,,,,,,,
1276,,,,,,,,,,,,,,,,,,,,
1277,,,,,,,,5.0,,,,,,,,,,,,7.0
1278,,,,,,,,,,,,,,,,,,,,
1279,,,,,,,,,,,,,,,,,,,,
1280,,6.0,,,,6.0,,,,,,7.0,,,,6.0,,,,
1281,,,,,,,,,,,,,,,,5.0,,,,
1282,,,,5.0,,,,,,,,,,8.0,,,,8.0,,
1283,,,,,,,,,,,,,,,,,,,,
1284,,,,,,,,,,,,,,,,,,,,
1285,,,,,,,,,,,,,,,,,,,,
1286,,,,,,,,,,5.0,,,,,,,,,,
1287,,,,,,,,,,,,,,,,,,,,
1288,,8.0,,,,8.0,,,,,,,,,,,,,,5.0
1289,8.0,,,7.0,,,,,,,,,,,,,,,,8.0
1290,,,,,,,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,6.0,,,,
1292,8.0,,7.0,,,,,,,,,5.0,,,,,7.0,,,
1293,,7.0,,,,7.0,,,,,,,,,,,,,,
1294,,,,7.0,,,,,,7.0,,,,6.0,,,,6.0,,
1295,,,,,,,,,,5.0,,,,,,,,,,
1296,,,,,,,6.0,7.0,,,,,,,6.0,,,,,
1297,,,,,,,,,,,,,,,,,,,,
1298,,,,,,,8.0,,,,,,,,,,,,,
1299,,8.0,4.0,,,8.0,,,,,,,,,,,,,,
1300,,,,,,,,,,,,,,,,,,,,
1301,4.0,8.0,,,,8.0,,,,,,,,7.0,,,,7.0,,
1302,,,,,,,,,,,,,,8.0,,,,8.0,,
1303,,,,,,,,,,,,,,,,,,,,
1304,,,,,,,,5.0,,,,,,,,,,,,
1305,,,,,5.0,,,,,,,,,,,,8.0,,,
1306,,,8.0,,,,,,,,,,,,,,,,,
1307,,,,,,,,,,,,,,6.0,,,,6.0,,
1308,6.0,,,,,,,,,,,,,,8.0,,,,,
1309,,,3.0,,,,,,,,,,,,,,,,,
1310,,,,7.0,,,,,,,,,,,,,,,,8.0
1311,,8.0,,,,8.0,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,,,,,
1313,,,,6.0,,,,7.0,,,7.0,,,,8.0,,6.0,,,
1314,,,,,,,,,,,,,,8.0,,,,8.0,,
1315,,,,,,,,,,,7.0,7.0,,,,,,,8.0,
1316,,,,,,,,,,,,,,,5.0,,,,,
1317,,,,8.0,,,,,,,,,,,,,,,,
1318,,,,,,,,,,,,,,,,,,,,
1319,8.0,,,,,,7.0,5.0,,,,,,,,6.0,4.0,,,
1320,,,,,,,,,,,,,,,,,,,,
1321,,,,,,,,,,,,,,,,,,,,
1322,,,,,,,6.0,,,,,,,,,,,,,
1323,6.0,,,,,,,,,,,,,,,6.0,,,,
1324,,,,,,,,,,,,,,,,,,,,
1325,,,,,,,,,,,,,,,,,,,7.0,
1326,,,,,,,,,6.0,,,,,,,,,,,
1327,,,,,,,,,,,,,,,,,,,,
1328,,,,,,,,,,,,,,,,,,,,
1329,,8.0,,,,8.0,,,,,,,,,,,,,,
1330,,5.0,,,,5.0,,,,,,,,,,,,,,
1331,,,,,,,,,,,,,,,,,,,,
1332,,,,,,,,,,,,,,,,,,,,
1333,,,,,,,,,,6.0,,,,,,,,,,
1334,,,,,,,6.0,,,,,,,,7.0,7.0,,,,8.0
1335,,8.0,,,,8.0,,,,,,,5.0,,,,,,,
1336,,,,,,,,,7.0,,,,,,,,,,7.0,
1337,,,,,,,,,,,,,,,,,,,,
1338,,,8.0,,,,,,,,,,,,,,,,,
1339,,,,,,,,,,,,,,,,,,,,
1340,,,,,,,,,,,,,,,,,,,,
1341,,,,,,,,,,,,,,,,,,,,
1342,,,,,,,,,,,,,,5.0,,,,5.0,,
1343,,5.0,,,,5.0,,,,,,,,,,,,,,
1344,,,,,,,,,,,,,,6.0,,,,6.0,,
1345,,,,7.0,,,,,,8.0,,,,,,,,,,
1346,,,,,,,,,6.0,,,,,,7.0,,,,,
1347,,,,,,,,8.0,,,,,,,,,,,,
1348,,,,,,,,,,,,,,,,,,,,
1349,,,,,,,,,,,,,,,,,,,,
1350,,,,,,,,,,,,,,,6.0,,,,,
1351,,,,,,,,,,,,,,,,,,,,
1352,,8.0,,,,8.0,,,,,,,,,,,,,,
1353,,,,,,,,,,,,,,,,,,,,
1354,,,,,,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,,,
1356,,,,,,,,,,,,,,,,,,,,
1357,,,,,,,,,,,,,,,,,,,,
1358,,,,,,,,,,,,,,,,,,,,
1359,,,,,,,,,5.0,,,,,,,,,,,
1360,,,,,,,,,,,,,,7.0,,,,7.0,,
1361,,,,,,,,,,,,,,,,,,,,
1362,,,,,,,,,,,,,,,,8.0,,,,
1363,,,,,,,,,,,,,8.0,8.0,,,,8.0,,7.0
1364,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,,,,,,
1366,,,,,,,,7.0,,,,,,,,,,,,
1367,,,,,,,,5.0,,,,,,,,,,,,
1368,5.0,,,,,,,,6.0,,7.0,,,,,,,,,7.0
1369,5.0,,,,,,,,,,,,,,,,,,,
1370,,,,,,,,,,,,,,,,,,,,
1371,8.0,,,,,,,,,,,,,,,,,,,
1372,,,,,,,,,,,,,,,,,,,,
1373,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,
1375,,,,,,,,,,,,,,,,,,,,
1376,,,,,,,,,,,,,,,,,,,,
1377,,,,,,,,,,,,,,5.0,,,,5.0,,
1378,,,,,,,,,,,,,,,,,,,,
1379,,,,5.0,,,,,,,8.0,,,,,,,,,
1380,,,,,,,,,8.0,,,5.0,,8.0,,,,8.0,,
1381,,,,,,,,,,,,,,,,,,,,
1382,,,,,,,,7.0,,,,,6.0,,,,,,,
1383,,,,,,,8.0,,,,,,,,,,,,,
1384,,,,,,,,,,,,,,5.0,,,,5.0,,
1385,,,,,,,,,6.0,,,,,,,,,,,
1386,,,,,7.0,,,,,,,,,,,,,,,
1387,,,,,,,,,,,,,,7.0,,6.0,,7.0,,
1388,,,,,,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,,,,,
1390,,7.0,,,,7.0,,,,,,,,,6.0,,,,,
1391,,,,,,,,,,,,,,,,,,,,
1392,,,,,,,,,,7.0,,,,,,,,,,
1393,,,,,,,,,,,,,,,,,,,,
1394,,,,,,,6.0,,,,,,,,4.0,,,,,
1395,,,,,,,,,,,,,,,,,,,,7.0
1396,,,,,,,,,,,,,,,8.0,,,,,
1397,,,,,,,,,,,,,,,4.0,,,,,
1398,,,,,,,,,,,,,,,,,,,,
1399,,7.0,,,,7.0,,,,,,,,,,,,,,
1400,,,,,,,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,,,,,
1402,,,,,,,,,,,,,,,,,,,,
1403,,,,,,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,5.0,,,,,
1405,,,,,,,,,,,,7.0,,,,7.0,,,,
1406,,,,,,,,,,,,,,8.0,,,,8.0,,
1407,,,,,,,,,,,,,,7.0,,,,7.0,,
1408,,,,,,,,,,,,,,,,,,,,
1409,,,,,,,,,,,,,,,,,,,,
1410,,,,,,,,,,4.0,,,,,,,,,,
1411,,,,,,,,,,,,,,,,7.0,,,3.0,
1412,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,6.0,,,,,,,
1414,,,,,,,,,,,,,,,,,,,,
1415,6.0,,,,,,,,,,,,,,,,,,,
1416,,,,,,,,,,,,,,,,,,,,
1417,,,,,,,,6.0,,,,,,,,,,,,
1418,,,,,,,,,,,,,,,,,,,,
1419,,6.0,,,,6.0,,,,,,8.0,,,,,,,,
1420,,,,,,,,,,,,,,,,,,,,
1421,,,,,,,7.0,,,,,,,,,,,,,
1422,,,,,,,,,,,,,,,,,,,,
1423,,,,,,,,,,6.0,,,,,,,,,,
1424,,,,,,,,,,,,,,7.0,,,,7.0,,
1425,,,,,,,,,6.0,,,,,,,,,,,
1426,,,,,,,,,,,,,,,,,,,,
1427,7.0,,,,,,,,,,,,,,,,,,,
1428,,,,,,,,,,,,,6.0,,,,,,,
1429,,,,,,,,,,,,,,,,,,,,
1430,,,,,,,,,,,,,,,,,,,,
1431,,7.0,,,,7.0,,,,,,6.0,,,,,,,,
1432,,,,,,,,,,,,,,6.0,,,,6.0,,
1433,,,,,,,,,,,,,,,,,,,,
1434,,6.0,,,,6.0,,,,,4.0,,,,,,,,,
1435,,,,,,,,,,,,,,,,,,,,
1436,,,,,,,,,,,,,,8.0,,,,8.0,,
1437,,,,,,,,,,7.0,,,,,,,,,,
1438,,,,,,,,,,,,6.0,,,,,,,,
1439,,,,,,,5.0,,,,8.0,,,,,,,,,
1440,,,,,,,,,,,,,,,,6.0,,,,
1441,,,,,,,,,,,,,,,,,,,,
1442,,,,,,,,,,,,,,,,,,,,
1443,,,,,,,,,,,,,,7.0,,,,7.0,,
1444,,,,,,,,,7.0,,7.0,,,,,,,,,
1445,,,3.0,,,,,,,,,,,,,,,,,
1446,,,,7.0,,,,,,,,,,,,5.0,,,,
1447,,,,,,,,,,,,,,,,,,,,
1448,,7.0,,,,7.0,,,,,,,,,,,,,,
1449,,,,,,,,,,,,,,,,,,,,
1450,,,,,,,,,,,,,,,,,,,,
1451,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,
1453,,,,,7.0,,,,,,,,,7.0,,,,7.0,,
1454,,,,,,,,,,,,,,,,,,,6.0,
1455,,,,,,,,,,,,,,,,,,,,
1456,,,,,,,,,,,,,,,,,,,,
1457,,,,,,,,,,,,,,,,,,,,
1458,,,,,8.0,,,,,,,,,,,,,,,
1459,,,,,,,,,,,,,,,,,,,,
1460,,,,,,,,,,,,,,,,6.0,,,,
1461,,,,,,,,,,,,,,,,,,,,
1462,,5.0,,,,5.0,,,,8.0,,,,,8.0,,,,,
1463,,7.0,,,,7.0,,,,,,,,,,,,,6.0,
1464,,,,,,,,,,,,,,,,,,,,
1465,,,,,,,,,,,,,,,,,,,,
1466,,,,,,,,,,,,,,7.0,,,,7.0,,
1467,,,,,,,,,,,,,,,,,,,,
1468,,,,,,,,,,,,,,,,,,,,
1469,,,,,,,,,,,,,,,,,,,,
1470,,,,,,,,,,7.0,,,,7.0,6.0,,7.0,7.0,,
1471,,,8.0,,,,,,,,,,,,,,,,,
1472,,,,,7.0,,,,,,,5.0,,,,7.0,,,,
1473,,,,,,,,,,,,,,,,,,,,
1474,,,,,,,,,,,,8.0,,,,,,,,
1475,,,,,,,,,,,,,,,,,,,,
1476,,,,,,,,,,,,,,7.0,,,,7.0,,
1477,,,,,,,,,,,,,,,,,,,,
1478,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,,,,,,,,,,,
1480,,,5.0,,,,,,,,,,,,,,,,,
1481,,,,,,,,,,,,,,,6.0,,,,,
1482,5.0,,,,,,,,,,5.0,,,,,,,,,
1483,,,,,,,,,,,,,,,,,,,,
1484,,,,,,,,,,,,,,,,,,,,
1485,8.0,,,5.0,,,,,,,,,5.0,,,,,,,
1486,,,,,,,,,,6.0,,,,,,,,,,
1487,,,,,,,,,,,,,,,,,,,,
1488,,,,,,,,,,,,4.0,,,,,,,,
1489,,,,,,,,,,,,,,,,,,,,
1490,,,,,,,,,,,,,,,,,,,,
1491,,,,,,,,,,,,,,,,,,,,
1492,,,,,,,,,,,,,,,,,,,,
1493,,,,,,,,,,,,,,7.0,,,,7.0,,
1494,,,,,,,,,,7.0,,,,,,,,,,
1495,,,,,,,,7.0,,,,,,,,,,,,
1496,,,,,,,,,,,,,,,,,,,,
1497,,,,,,,,,,,,,,,,,,,,
1498,,6.0,,8.0,,6.0,,,,,,,,,,,,,7.0,6.0
1499,,,,,,,,,,,8.0,,,,,,,,,
1500,,8.0,,,,8.0,,,,,,,,,,,,,,
1501,,,,,,,,,,,,,,,,,,,,
1502,,,,,,,,,,,,,,,,,,,,
1503,,,,,,,,,,,,,,,,,,,,
1504,,,,,,,,,,,,,,,,,,,,
1505,,,,,,,,,,,,,,,,,,,,7.0
1506,,,,,,,,,6.0,,,,,,,,,,,8.0
1507,,,,,,,,,,,,,,,,,,,,
1508,,,,,,,,,,,,,,,,,,,,
1509,,,,,,,,,,,,,7.0,,7.0,,,,7.0,
1510,,,,,,,,,,,,,,,,,,,,
1511,,,,,,,,,5.0,,,,,,,,,,,
1512,,,,8.0,,,,,,,,,,,,,,,,
1513,,,,,,,,,,8.0,,,,,,,,,,
1514,,,,,,,,,,,,,,,,,,,,
1515,,,,,,,,,,,,,,,,,,,,
1516,,,,,,,,,,,,,,,,,,,,
1517,,,,,,,,,,,,,,,,,,,,
1518,,,,,,,,,,,,,,,8.0,,,,,
1519,,,,,,,,,,,,,,,,,,,,
1520,,,,,,,,,,,,,,,,,,,,
1521,,,,,,,,,,,,,,,,,,,,
1522,,,,,,,,,,,,,,,,,,,,8.0
1523,,,,,,,,,,,4.0,,,,,,,,,
1524,,,,,,,,,,,,,,,,,,,,
1525,,,,,,,,,,,,,,,,,,,,
1526,,,,,,,,,,,7.0,,,,,,,,,
1527,,,,,,,,,,,,,,,,,,,,
1528,,,,,,,,,,,,,,,,,,,,
1529,,,,,,,,5.0,,,,,,6.0,,,,6.0,,
1530,,,7.0,,,,,,,,,,,,,,,,,
1531,8.0,,,,,,,,,,,,,,,,,,,
1532,,,,,,,,6.0,,,,,,,,,,,,
1533,,,,,,,,,,,,,,,,,,,,
1534,,,,,,,,,,,,,,,,,,,,
1535,,,,,,,7.0,,,,,,,,,,,,,
1536,,,,,,,,,,,,,,,,,,,,
1537,,,,,,,,,,,,,,,,,,,,
1538,,,,,,,,,,,,,,7.0,,,,7.0,,
1539,,,,,,,,,,,,,,,,,,,,
1540,,,,,,,,7.0,,,,,,,,,,,,
1541,,,,,,,,,,,,,,,,,,,,
1542,,,,,,,,,,,,8.0,,7.0,,,,7.0,,
1543,,8.0,,,,8.0,,,,,,,,,,,,,,
1544,,,,,,,,,,,8.0,,,,,,6.0,,,
1545,,,,,7.0,,,,,,,8.0,,,6.0,,,,,
1546,,,,,,,,,,,,,,7.0,,,,7.0,,
1547,,,,,,,,,,6.0,,,7.0,,,,,,,
1548,,,,,,,,4.0,,,,,,,,,,,,
1549,,,,,,,,,,,,,,,,7.0,,,,
1550,,,,,,,,,,,,,,,,,,,,
1551,,,,,,,,,,,,,,,,,,,,
1552,7.0,,,,,,,,,,,,,,,,,,,
1553,,,,,,,,,,,,,,,,,,,,
1554,,,,,,,,,,,,,,,,,,,,
1555,,,,,,,,,,,,,,,,,,,,
1556,,,,,,,,,,,,,,,,7.0,,,,8.0
1557,,,,,,,,,,,,,,,,,,,,
1558,,5.0,,,,5.0,,,,,,,,,,,,,,
1559,,,,,,,,,,,,,,,,,,,,
1560,,,,,,,,,,,,,,,,,,,,
1561,,,,,,,,,,,6.0,,,,,,,,,
1562,,,,,,,,,,,,,,,,,,,4.0,
1563,,7.0,,,,7.0,,,,,,,,,,,,,4.0,
1564,,,,,5.0,,,,,,,,,,,,,,,
1565,,,,,,,,8.0,,,,,,,,,,,,
1566,,,,,,,,,,,,,,,,,,,,
1567,,,,,,,,,,,,,,7.0,,5.0,,7.0,,
1568,,,,,,,,,,,,,,,,,,,,
1569,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,
1571,,,,,,,,,,,,,,,,,8.0,,,
1572,,,,,,,,,,,,,,5.0,,,,5.0,,
1573,,,,,,,,,,,,,,8.0,,,,8.0,,
1574,,,,,,,,,,,,,,,,,,,,
1575,,,,,,,,,,,,,,5.0,,,,5.0,,
1576,,,,,,,,,,,,,,,,4.0,,,,
1577,6.0,,,,,,,,6.0,,,,,,,,,,,
1578,,,,,,,,,,,,,,,,,,,,
1579,,,,,,,,,,,,,,,,,,,,
1580,,,,,,,,,,,,,,,,,,,,
1581,,,,,,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,,,,,
1583,,,,6.0,,,,,,,,,,7.0,,,,7.0,,
1584,,,,,,,,,,,,,,,,,,,,
1585,,,,,8.0,,,,,,,,,,,,,,,
1586,,,,,4.0,,,,8.0,,,,,,,,,,,
1587,,,,,,,,,,,,,,,,,,,,
1588,,,,,,,,,8.0,,,,,,,,,,,
1589,,,,,,,6.0,,,,,,,,,,,,,
1590,,,,,,,,,,,,,,,4.0,,,,,
1591,,,,,,,,,,,,,,,,,,,,
1592,,,,,,,,,,,6.0,,,,,,,,,
1593,,,,,,,,,,,,,,,,,,,,
1594,,8.0,,,,8.0,,,,,,,,6.0,,,,6.0,,
1595,,,,,,,,,,,,,6.0,,,,,,,
1596,,7.0,,,,7.0,,,,,,,,,,,,,,
1597,,,,,,,,,,,,,,,,,,,4.0,
1598,,,,,,,,,,,8.0,,,,,,,,,
1599,,6.0,,,,6.0,6.0,,,,,,,,,,,,,
1600,,,,,,,,,,,,,,,,,,,,
1601,,,5.0,,,,,,,,,,,6.0,,,,6.0,,
1602,,,,5.0,,,,,,,,,,,,,,,,
1603,,,,,,,,,,,5.0,,,,,,8.0,,,
1604,,,8.0,,,,,,6.0,,,,,,7.0,,6.0,,,
1605,,,,,,,,,7.0,,,,,,,,,,,
1606,,,7.0,,,,,5.0,,,,,,,,,,,,
1607,,,,7.0,,,,,,8.0,,,,,,,,,,
1608,,,,,,,,,,,,,,,,,,,,
1609,,,,,,,,,,,,9.0,,4.0,,,,4.0,,
1610,,,,,,,,,,,,,,,,,,,,
1611,,,,,,,,8.0,,,,6.0,,,,7.0,,,,
1612,,,,,,,,,,,,,,,,,,,,
1613,,,,,,,,,,,,,,,,,,,,
1614,,,,5.0,,,,,,,,7.0,,,6.0,,,,,
1615,,8.0,,,,8.0,,,,,,,,,,,,,,
1616,,,,8.0,,,,,8.0,,,,,,,,,,,
1617,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,,,
